ip;full_request_date;day;month;year;hour;minute;second;tz;http_verb;URI;http_status_code;bytes;referrer;user_agent;browser_name;browser_version;browser_major;device_type;device_model;device_vendor;engine_name;engine_version;os_name;os_version;cpu_architecture;day_of_week;week_of_year;day_of_week_desc
66.249.73.33;30/Jan/2008:02:06:33 +0100; 30;Jan; 2008; 2; 6; 33;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 5;Thursday 
66.249.73.33;30/Jan/2008:02:06:33 +0100; 30;Jan; 2008; 2; 6; 33;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 5;Thursday 
66.249.73.33;01/Feb/2008:01:42:00 +0100; 1;Feb; 2008; 1; 42; 0;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 5;Saturday 
66.249.73.33;01/Feb/2008:01:42:01 +0100; 1;Feb; 2008; 1; 42; 1;+0100;GET;/contactos.htm; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 5;Saturday 
74.6.22.150;01/Feb/2008:17:11:47 +0100; 1;Feb; 2008; 17; 11; 47;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 5;Saturday 
74.6.22.150;01/Feb/2008:17:11:47 +0100; 1;Feb; 2008; 17; 11; 47;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 5;Saturday 
74.6.22.150;01/Feb/2008:17:11:54 +0100; 1;Feb; 2008; 17; 11; 54;+0100;GET;/frameAux.htm; 200; 1714;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 5;Saturday 
74.6.22.150;01/Feb/2008:17:11:54 +0100; 1;Feb; 2008; 17; 11; 54;+0100;GET;/inicio.htm; 200; 1468;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 5;Saturday 
74.6.22.150;01/Feb/2008:17:11:54 +0100; 1;Feb; 2008; 17; 11; 54;+0100;GET;/menu.htm; 200; 3345;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 5;Saturday 
74.6.19.143;02/Feb/2008:22:20:30 +0100; 2;Feb; 2008; 22; 20; 30;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 5;Sunday   
74.6.26.147;02/Feb/2008:22:20:30 +0100; 2;Feb; 2008; 22; 20; 30;+0100;GET;/cata.htm; 200; 6796;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 5;Sunday   
66.249.73.33;03/Feb/2008:16:01:45 +0100; 3;Feb; 2008; 16; 1; 45;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 5;Monday   
66.249.73.33;03/Feb/2008:16:01:45 +0100; 3;Feb; 2008; 16; 1; 45;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 5;Monday   
66.249.73.33;04/Feb/2008:19:57:05 +0100; 4;Feb; 2008; 19; 57; 5;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 6;Tuesday  
66.249.73.33;04/Feb/2008:19:57:05 +0100; 4;Feb; 2008; 19; 57; 5;+0100;GET;/lectura.htm; 200; 2863;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 6;Tuesday  
66.249.73.33;07/Feb/2008:23:37:25 +0100; 7;Feb; 2008; 23; 37; 25;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 6;Friday   
66.249.73.33;07/Feb/2008:23:37:26 +0100; 7;Feb; 2008; 23; 37; 26;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 6;Friday   
66.249.73.33;08/Feb/2008:15:53:53 +0100; 8;Feb; 2008; 15; 53; 53;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 6;Saturday 
66.249.73.33;08/Feb/2008:15:53:54 +0100; 8;Feb; 2008; 15; 53; 54;+0100;GET;/cepa.htm; 200; 2967;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 6;Saturday 
66.249.73.33;08/Feb/2008:15:58:12 +0100; 8;Feb; 2008; 15; 58; 12;+0100;GET;/mesaRedonda.htm; 200; 2430;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 6;Saturday 
66.249.73.33;09/Feb/2008:03:03:27 +0100; 9;Feb; 2008; 3; 3; 27;+0100;GET;/musica.htm; 200; 4167;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 6;Sunday   
66.249.73.33;10/Feb/2008:04:27:50 +0100; 10;Feb; 2008; 4; 27; 50;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 6;Monday   
66.249.73.33;10/Feb/2008:04:27:51 +0100; 10;Feb; 2008; 4; 27; 51;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 6;Monday   
66.249.73.33;10/Feb/2008:16:48:26 +0100; 10;Feb; 2008; 16; 48; 26;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 6;Monday   
66.249.73.33;10/Feb/2008:16:48:26 +0100; 10;Feb; 2008; 16; 48; 26;+0100;GET;/inicio.htm; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 6;Monday   
66.249.73.33;11/Feb/2008:09:50:53 +0100; 11;Feb; 2008; 9; 50; 53;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 7;Tuesday  
66.249.73.33;11/Feb/2008:09:50:54 +0100; 11;Feb; 2008; 9; 50; 54;+0100;GET;/cata.htm; 200; 6796;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 7;Tuesday  
74.6.24.121;12/Feb/2008:17:13:52 +0100; 12;Feb; 2008; 17; 13; 52;+0100;GET;/robots.txt; 404; 464;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.20.159;12/Feb/2008:17:13:53 +0100; 12;Feb; 2008; 17; 13; 53;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.20.159;12/Feb/2008:17:13:53 +0100; 12;Feb; 2008; 17; 13; 53;+0100;GET;/frameAux.htm; 200; 1714;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.20.159;12/Feb/2008:17:13:54 +0100; 12;Feb; 2008; 17; 13; 54;+0100;GET;/inicio.htm; 200; 1468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.20.159;12/Feb/2008:17:13:54 +0100; 12;Feb; 2008; 17; 13; 54;+0100;GET;/menu.htm; 200; 3345;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.28.25;12/Feb/2008:17:18:05 +0100; 12;Feb; 2008; 17; 18; 5;+0100;GET;/cena.htm; 200; 4419;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.25.34;12/Feb/2008:17:50:53 +0100; 12;Feb; 2008; 17; 50; 53;+0100;GET;/inicio.htm; 200; 1468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 7;Wednesday
74.6.24.121;13/Feb/2008:00:01:14 +0100; 13;Feb; 2008; 0; 1; 14;+0100;GET;/robots.txt; 404; 464;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 7;Thursday 
74.6.27.74;13/Feb/2008:00:01:15 +0100; 13;Feb; 2008; 0; 1; 15;+0100;GET;/mapa.htm; 200; 2804;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 7;Thursday 
68.142.212.207;13/Feb/2008:01:46:50 +0100; 13;Feb; 2008; 1; 46; 50;+0100;GET;/robots.txt; 404; 468;Direct;Yahoo-MMCrawler/3.x (mms dash mmcrawler dash support at yahoo dash inc dot com);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 7;Thursday 
68.142.212.207;13/Feb/2008:01:47:14 +0100; 13;Feb; 2008; 1; 47; 14;+0100;GET;/images/vino300x450.jpg; 304; 147;Direct;Yahoo-MMCrawler/3.x (mms dash mmcrawler dash support at yahoo dash inc dot com);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 7;Thursday 
68.142.212.207;13/Feb/2008:12:43:31 +0100; 13;Feb; 2008; 12; 43; 31;+0100;GET;/images/pintura400x259.jpg; 304; 147;Direct;Yahoo-MMCrawler/3.x (mms dash mmcrawler dash support at yahoo dash inc dot com);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 7;Thursday 
66.249.73.33;13/Feb/2008:16:01:55 +0100; 13;Feb; 2008; 16; 1; 55;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 7;Thursday 
66.249.73.33;13/Feb/2008:16:01:56 +0100; 13;Feb; 2008; 16; 1; 56;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 4; 7;Thursday 
66.249.73.33;14/Feb/2008:06:05:33 +0100; 14;Feb; 2008; 6; 5; 33;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 7;Friday   
66.249.73.33;14/Feb/2008:06:05:33 +0100; 14;Feb; 2008; 6; 5; 33;+0100;GET;/frameAux.htm; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 7;Friday   
74.6.24.116;15/Feb/2008:07:33:25 +0100; 15;Feb; 2008; 7; 33; 25;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 7;Saturday 
74.6.7.77;15/Feb/2008:07:33:25 +0100; 15;Feb; 2008; 7; 33; 25;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 7;Saturday 
74.6.7.77;15/Feb/2008:07:33:26 +0100; 15;Feb; 2008; 7; 33; 26;+0100;GET;/frameAux.htm; 200; 1714;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 7;Saturday 
74.6.7.77;15/Feb/2008:07:33:26 +0100; 15;Feb; 2008; 7; 33; 26;+0100;GET;/inicio.htm; 200; 1468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 7;Saturday 
74.6.7.77;15/Feb/2008:07:33:27 +0100; 15;Feb; 2008; 7; 33; 27;+0100;GET;/menu.htm; 200; 3345;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 7;Saturday 
74.6.22.136;16/Feb/2008:01:30:11 +0100; 16;Feb; 2008; 1; 30; 11;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 7;Sunday   
74.6.22.136;16/Feb/2008:01:30:11 +0100; 16;Feb; 2008; 1; 30; 11;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 7;Sunday   
74.6.22.136;16/Feb/2008:01:30:59 +0100; 16;Feb; 2008; 1; 30; 59;+0100;GET;/frameAux.htm; 200; 1714;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 7;Sunday   
74.6.22.136;16/Feb/2008:01:31:53 +0100; 16;Feb; 2008; 1; 31; 53;+0100;GET;/inicio.htm; 200; 1468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 7;Sunday   
74.6.22.136;16/Feb/2008:01:32:55 +0100; 16;Feb; 2008; 1; 32; 55;+0100;GET;/menu.htm; 200; 3345;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 7; 7;Sunday   
66.249.73.33;16/Feb/2008:14:43:04 +0100; 16;Feb; 2008; 14; 43; 4;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 7;Sunday   
66.249.73.33;16/Feb/2008:14:43:04 +0100; 16;Feb; 2008; 14; 43; 4;+0100;GET;/actualidad.htm; 200; 5198;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 7;Sunday   
66.249.73.33;16/Feb/2008:18:30:04 +0100; 16;Feb; 2008; 18; 30; 4;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 7;Sunday   
74.6.8.124;17/Feb/2008:11:54:54 +0100; 17;Feb; 2008; 11; 54; 54;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 1; 7;Monday   
74.6.8.124;17/Feb/2008:11:54:54 +0100; 17;Feb; 2008; 11; 54; 54;+0100;GET;/; 200; 1887;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 1; 7;Monday   
74.6.8.124;17/Feb/2008:11:54:54 +0100; 17;Feb; 2008; 11; 54; 54;+0100;GET;/menu.htm; 200; 3345;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 1; 7;Monday   
74.6.8.124;17/Feb/2008:11:54:54 +0100; 17;Feb; 2008; 11; 54; 54;+0100;GET;/frameAux.htm; 200; 1714;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 1; 7;Monday   
74.6.8.124;17/Feb/2008:11:54:54 +0100; 17;Feb; 2008; 11; 54; 54;+0100;GET;/inicio.htm; 200; 1468;http://www.terrer.net/;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 1; 7;Monday   
74.6.18.199;19/Feb/2008:01:33:17 +0100; 19;Feb; 2008; 1; 33; 17;+0100;GET;/fotografia.htm; 200; 2359;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 3; 8;Wednesday
66.249.73.33;19/Feb/2008:19:34:48 +0100; 19;Feb; 2008; 19; 34; 48;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 3; 8;Wednesday
66.249.73.33;19/Feb/2008:19:34:48 +0100; 19;Feb; 2008; 19; 34; 48;+0100;GET;/; 304; 147;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 3; 8;Wednesday
66.249.73.33;19/Feb/2008:19:43:35 +0100; 19;Feb; 2008; 19; 43; 35;+0100;GET;/cata.htm; 304; 148;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 3; 8;Wednesday
66.249.73.33;19/Feb/2008:22:11:04 +0100; 19;Feb; 2008; 22; 11; 4;+0100;GET;/article.htm; 200; 6712;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 3; 8;Wednesday
74.6.18.201;20/Feb/2008:08:14:08 +0100; 20;Feb; 2008; 8; 14; 8;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 8;Thursday 
74.6.18.201;20/Feb/2008:08:14:08 +0100; 20;Feb; 2008; 8; 14; 8;+0100;GET;/actualidad.htm; 200; 5198;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 8;Thursday 
74.6.18.201;20/Feb/2008:20:11:58 +0100; 20;Feb; 2008; 20; 11; 58;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 8;Thursday 
74.6.18.201;20/Feb/2008:20:11:58 +0100; 20;Feb; 2008; 20; 11; 58;+0100;GET;/pintura.htm; 200; 2205;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 4; 8;Thursday 
74.6.8.103;21/Feb/2008:11:01:04 +0100; 21;Feb; 2008; 11; 1; 4;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 5; 8;Friday   
74.6.8.103;21/Feb/2008:11:01:04 +0100; 21;Feb; 2008; 11; 1; 4;+0100;GET;/inicio.htm; 200; 1468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 5; 8;Friday   
66.249.66.165;21/Feb/2008:21:36:27 +0100; 21;Feb; 2008; 21; 36; 27;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 8;Friday   
66.249.66.165;21/Feb/2008:21:36:28 +0100; 21;Feb; 2008; 21; 36; 28;+0100;GET;/fotografia.htm; 200; 2359;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 5; 8;Friday   
74.6.8.122;21/Feb/2008:23:48:27 +0100; 21;Feb; 2008; 23; 48; 27;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 5; 8;Friday   
74.6.8.122;21/Feb/2008:23:48:27 +0100; 21;Feb; 2008; 23; 48; 27;+0100;GET;/mapa.htm; 200; 2804;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 5; 8;Friday   
74.6.8.107;22/Feb/2008:09:37:35 +0100; 22;Feb; 2008; 9; 37; 35;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 8;Saturday 
74.6.8.107;22/Feb/2008:09:37:36 +0100; 22;Feb; 2008; 9; 37; 36;+0100;GET;/cena.htm; 200; 4419;Direct;"Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;slurp;undefined; 6; 8;Saturday 
66.249.66.165;22/Feb/2008:14:48:53 +0100; 22;Feb; 2008; 14; 48; 53;+0100;GET;/robots.txt; 404; 468;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 8;Saturday 
