ip;full_request_date;day;month;year;hour;minute;second;tz;http_verb;URI;http_status_code;bytes;referrer;user_agent;browser_name;browser_version;browser_major;device_type;device_model;device_vendor;engine_name;engine_version;os_name;os_version;cpu_architecture;day_of_week;week_of_year;day_of_week_desc
66.249.66.40;15/Aug/2008:10:13:41 +0200; 15;Aug; 2008; 10; 13; 41;+0200;GET;/en/tag/quartet-de-barcelona/; 200; 22201;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:13:44 +0200; 15;Aug; 2008; 10; 13; 44;+0200;GET;/de/tag/eventos/page/2/; 200; 17646;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:13:46 +0200; 15;Aug; 2008; 10; 13; 46;+0200;GET;/de/tag/musica/; 200; 25954;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:18:06 +0200; 15;Aug; 2008; 10; 18; 6;+0200;GET;/tag/eventos/page/2/; 200; 11206;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:24:26 +0200; 15;Aug; 2008; 10; 24; 26;+0200;GET;/en/tag/eventos/page/2/; 200; 17604;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:30:56 +0200; 15;Aug; 2008; 10; 30; 56;+0200;GET;/prensaactualidad/page/5/; 200; 14572;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:37:24 +0200; 15;Aug; 2008; 10; 37; 24;+0200;GET;/de/prensaactualidad/page/5/; 200; 25334;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:43:46 +0200; 15;Aug; 2008; 10; 43; 46;+0200;GET;/de/tag/quartet-de-barcelona/; 200; 22293;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:50:23 +0200; 15;Aug; 2008; 10; 50; 23;+0200;GET;/en/prensaactualidad/page/6/; 200; 16549;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:53:42 +0200; 15;Aug; 2008; 10; 53; 42;+0200;GET;/en/tag/eduard-toldra/; 200; 22081;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:10:57:18 +0200; 15;Aug; 2008; 10; 57; 18;+0200;GET;/de/2005/04/04/el-terrer-2003-en-la-cena-de-los-11-vinos/; 200; 18836;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:01:13 +0200; 15;Aug; 2008; 11; 1; 13;+0200;GET;/tag/terrer-2003/; 200; 13035;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:05:07 +0200; 15;Aug; 2008; 11; 5; 7;+0200;GET;/tag/eduard-toldra/; 200; 13053;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:09:02 +0200; 15;Aug; 2008; 11; 9; 2;+0200;GET;/de/2005/01/01/puesta-en-barrica/; 200; 18101;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:12:57 +0200; 15;Aug; 2008; 11; 12; 57;+0200;GET;/de/2004/11/14/terrer-2003-presente-en-lletras-a-taula/; 200; 18907;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:16:51 +0200; 15;Aug; 2008; 11; 16; 51;+0200;GET;/de/tag/eduard-toldra/; 200; 22173;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:20:46 +0200; 15;Aug; 2008; 11; 20; 46;+0200;GET;/en/tag/terrer-2003/; 200; 22042;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:24:41 +0200; 15;Aug; 2008; 11; 24; 41;+0200;GET;/de/tag/terrer-2003/; 200; 22132;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:11:44:59 +0200; 15;Aug; 2008; 11; 44; 59;+0200;GET;/de/2005/01/07/preparativos-i-2/; 200; 17890;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:03:01 +0200; 15;Aug; 2008; 12; 3; 1;+0200;GET;/prensaactualidad/page/6/; 200; 10840;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:06:21 +0200; 15;Aug; 2008; 12; 6; 21;+0200;GET;/fr/2004/02/01/poda/; 200; 17227;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:09:53 +0200; 15;Aug; 2008; 12; 9; 53;+0200;GET;/fr/2004/06/06/deshoje-2/; 200; 17326;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:13:26 +0200; 15;Aug; 2008; 12; 13; 26;+0200;GET;/de/2004/02/01/poda/; 200; 17219;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:16:59 +0200; 15;Aug; 2008; 12; 16; 59;+0200;GET;/fr/2004/09/04/vendimia/; 200; 17740;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:20:32 +0200; 15;Aug; 2008; 12; 20; 32;+0200;GET;/de/2004/06/04/embotellado-2/; 200; 17362;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:24:05 +0200; 15;Aug; 2008; 12; 24; 5;+0200;GET;/fr/prensaactualidad/page/6/; 200; 16742;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:27:37 +0200; 15;Aug; 2008; 12; 27; 37;+0200;GET;/de/2004/09/04/vendimia/; 200; 17775;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:31:10 +0200; 15;Aug; 2008; 12; 31; 10;+0200;GET;/fr/2004/06/04/embotellado-2/; 200; 17345;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:34:43 +0200; 15;Aug; 2008; 12; 34; 43;+0200;GET;/de/2004/06/06/deshoje-2/; 200; 17343;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:12:52:52 +0200; 15;Aug; 2008; 12; 52; 52;+0200;GET;/de/prensaactualidad/page/6/; 200; 16727;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:13:11:27 +0200; 15;Aug; 2008; 13; 11; 27;+0200;GET;/robots.txt; 200; 259;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:13:11:28 +0200; 15;Aug; 2008; 13; 11; 28;+0200;GET;/de/contacto/; 200; 18180;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:13:44:37 +0200; 15;Aug; 2008; 13; 44; 37;+0200;GET;/fr/2004/01/14/prepoda/; 200; 16011;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:14:21:37 +0200; 15;Aug; 2008; 14; 21; 37;+0200;GET;/de/2004/01/14/prepoda/; 200; 16015;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:19:23:57 +0200; 15;Aug; 2008; 19; 23; 57;+0200;GET;/wp-content/uploads/2008/07/nus06esp.pdf; 304; 149;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;15/Aug/2008:20:17:41 +0200; 15;Aug; 2008; 20; 17; 41;+0200;GET;/wp-content/uploads/2008/08/collage-de-3.jpeg; 200; 1283130;Direct;Googlebot-Image/1.0;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 6; 33;Saturday 
66.249.66.40;16/Aug/2008:09:49:05 +0200; 16;Aug; 2008; 9; 49; 5;+0200;GET;/; 200; 11930;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 33;Sunday   
66.249.66.40;16/Aug/2008:10:34:02 +0200; 16;Aug; 2008; 10; 34; 2;+0200;GET;/robots.txt; 200; 259;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 33;Sunday   
66.249.66.40;16/Aug/2008:10:34:02 +0200; 16;Aug; 2008; 10; 34; 2;+0200;GET;/; 301; 278;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 7; 33;Sunday   
65.55.209.117;16/Aug/2008:16:12:32 +0200; 16;Aug; 2008; 16; 12; 32;+0200;GET;/robots.txt; 200; 259;Direct;msnbot/1.1 (+http://search.msn.com/msnbot.htm);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;.msn.com;undefined; 7; 33;Sunday   
65.55.209.117;16/Aug/2008:16:12:34 +0200; 16;Aug; 2008; 16; 12; 34;+0200;GET;/; 301; 278;Direct;msnbot/1.1 (+http://search.msn.com/msnbot.htm);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;.msn.com;undefined; 7; 33;Sunday   
65.55.209.117;16/Aug/2008:16:17:14 +0200; 16;Aug; 2008; 16; 17; 14;+0200;GET;/robots.txt; 200; 259;Direct;msnbot/1.1 (+http://search.msn.com/msnbot.htm);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;.msn.com;undefined; 7; 33;Sunday   
65.55.209.117;16/Aug/2008:16:17:14 +0200; 16;Aug; 2008; 16; 17; 14;+0200;GET;/; 200; 11930;Direct;msnbot/1.1 (+http://search.msn.com/msnbot.htm);undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;arch;.msn.com;undefined; 7; 33;Sunday   
66.249.66.40;17/Aug/2008:09:34:41 +0200; 17;Aug; 2008; 9; 34; 41;+0200;GET;/robots.txt; 200; 259;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 33;Monday   
66.249.66.40;17/Aug/2008:09:34:43 +0200; 17;Aug; 2008; 9; 34; 43;+0200;GET;/wp-content/uploads/2008/07/vinyes-del-terrer.pdf; 304; 151;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 33;Monday   
66.249.66.40;17/Aug/2008:22:26:18 +0200; 17;Aug; 2008; 22; 26; 18;+0200;GET;/en/2008/07/04/entrevista-al-mati-de-tarragona-radio/; 200; 21565;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 33;Monday   
66.249.66.40;17/Aug/2008:23:01:02 +0200; 17;Aug; 2008; 23; 1; 2;+0200;GET;/2005/12/03/presentacion-del-terrer-2004/trackback/; 302; 306;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 33;Monday   
66.249.66.40;17/Aug/2008:23:01:02 +0200; 17;Aug; 2008; 23; 1; 2;+0200;GET;/2005/12/03/presentacion-del-terrer-2004/; 200; 12354;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 1; 33;Monday   
66.249.66.40;18/Aug/2008:00:14:56 +0200; 18;Aug; 2008; 0; 14; 56;+0200;GET;/2005/07/14/preparaciones-ii/trackback/; 302; 294;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:14:57 +0200; 18;Aug; 2008; 0; 14; 57;+0200;GET;/2005/07/14/preparaciones-ii/; 200; 10909;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:38:54 +0200; 18;Aug; 2008; 0; 38; 54;+0200;GET;/en/tag/entrevista/; 200; 17779;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:38:57 +0200; 18;Aug; 2008; 0; 38; 57;+0200;GET;/en/tag/tarragona-radio/; 200; 17870;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:39:00 +0200; 18;Aug; 2008; 0; 39; 0;+0200;GET;/en/tag/el-mati/; 200; 17727;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:39:02 +0200; 18;Aug; 2008; 0; 39; 2;+0200;GET;/en/tag/radio/; 200; 17690;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:00:55:15 +0200; 18;Aug; 2008; 0; 55; 15;+0200;GET;/author/admin/; 404; 8276;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:01:35:35 +0200; 18;Aug; 2008; 1; 35; 35;+0200;GET;/2005/07/20/embotellado/; 200; 10912;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:25:06 +0200; 18;Aug; 2008; 2; 25; 6;+0200;GET;/de/tag/radio/; 200; 17732;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:26:59 +0200; 18;Aug; 2008; 2; 26; 59;+0200;GET;/tag/el-mati/; 200; 11429;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:29:44 +0200; 18;Aug; 2008; 2; 29; 44;+0200;GET;/fr/tag/entrevista/; 200; 17840;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:32:28 +0200; 18;Aug; 2008; 2; 32; 28;+0200;GET;/de/tag/el-mati/; 200; 17762;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:35:19 +0200; 18;Aug; 2008; 2; 35; 19;+0200;GET;/fr/tag/tarragona-radio/; 200; 17936;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:38:21 +0200; 18;Aug; 2008; 2; 38; 21;+0200;GET;/tag/entrevista/; 200; 11451;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:41:00 +0200; 18;Aug; 2008; 2; 41; 0;+0200;GET;/fr/tag/radio/; 200; 17751;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:43:51 +0200; 18;Aug; 2008; 2; 43; 51;+0200;GET;/fr/tag/el-mati/; 200; 17782;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:47:05 +0200; 18;Aug; 2008; 2; 47; 5;+0200;GET;/tag/tarragona-radio/; 200; 11491;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:49:32 +0200; 18;Aug; 2008; 2; 49; 32;+0200;GET;/de/tag/tarragona-radio/; 200; 17911;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:52:22 +0200; 18;Aug; 2008; 2; 52; 22;+0200;GET;/de/tag/entrevista/; 200; 17818;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:56:27 +0200; 18;Aug; 2008; 2; 56; 27;+0200;GET;/tag/radio/; 200; 11411;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:02:56:28 +0200; 18;Aug; 2008; 2; 56; 28;+0200;GET;/2005/04/11/presentacion/; 200; 11287;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:03:18:45 +0200; 18;Aug; 2008; 3; 18; 45;+0200;GET;/fr/2008/07/01/nus-del-terrer-en-sibaritas/; 200; 23215;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:03:36:46 +0200; 18;Aug; 2008; 3; 36; 46;+0200;GET;/pintura/; 404; 8256;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:04:17:10 +0200; 18;Aug; 2008; 4; 17; 10;+0200;GET;/2005/07/15/seleccion/; 200; 10902;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:04:57:38 +0200; 18;Aug; 2008; 4; 57; 38;+0200;GET;/2005/07/15/seleccion/trackback/; 302; 287;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:05:38:02 +0200; 18;Aug; 2008; 5; 38; 2;+0200;GET;/2005/09/26/el-vino-y-la-musica/trackback/; 302; 297;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:05:38:03 +0200; 18;Aug; 2008; 5; 38; 3;+0200;GET;/2005/09/26/el-vino-y-la-musica/; 200; 13560;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:06:18:29 +0200; 18;Aug; 2008; 6; 18; 29;+0200;GET;/2005/09/22/vendimia-2005/feed/; 200; 876;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:06:58:40 +0200; 18;Aug; 2008; 6; 58; 40;+0200;GET;/tag/articulos/; 200; 11408;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
66.249.66.40;18/Aug/2008:07:39:14 +0200; 18;Aug; 2008; 7; 39; 14;+0200;GET;/2005/06/20/deshoje/; 200; 10903;Direct;"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)";undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined; 2; 34;Tuesday  
